3	1049.89
4	1061.38
5	1075.29
6	1083.53
7	1081.42
8	1070.15
	*
1	1078.1
2	1083.74
3	1088.95
4	1090.69
5	1087.96
6	1082.34
7	1077.1
8	1075.34
	*
1	1072.02
2	1079.19
3	1080.22
4	1074.53
5	1065.39
6	1058.13
7	1057.07
8	1062.85
	*
1	1079.23
2	1063.77
3	1057.02
4	1063.1
5	1078.3
6	1093.57
7	1100.09
8	1094.21
	*
1	1062.01
2	1075.54
3	1090.68
4	1098.67
5	1094.99
6	1081.71
7	1066.44
8	1058.2
	*
1	1077
2	1071.54
3	1067.56
4	1067.41
5	1071.19
6	1076.64
7	1080.59
8	1080.74
	*
1	1091.17
2	1095.18
3	1083.74
4	1063.22
5	1045.51
6	1041.31
7	1053.22
8	1073.92
	*
1	1071.01
2	1073.26
3	1079.11
4	1085.09
5	1087.74
6	1085.51
7	1079.7
8	1073.68
	*
1	1056.48
2	1052.73
3	1052.42
4	1055.73
5	1060.71
6	1064.42
7	1064.73
8	1061.45
	*
1	1050.12
2	1058.88
3	1079.84
4	1100.44
5	1108.91
6	1100.54
7	1079.98
8	1058.98
	*
1	1061.18
2	1048.58
3	1045.88
4	1054.72
5	1069.75
6	1082.1
7	1084.71
8	1076.12
	*
1	1069.34
2	1053.18
3	1051.23
4	1064.69
5	1085.34
6	1101.03
7	1102.9
8	1089.91
	*
1	1050.12
2	1056.44
3	1069.85
4	1082.39
5	1086.84
6	1080.69
7	1067.42
8	1054.71
	*
1	1088.02
2	1083.07
3	1074.46
4	1067.21
5	1065.62
6	1070.65
7	1079.28
8	1086.46
	*
1	1122.49
2	1105.9
3	1083.86
4	1069.33
5	1071.21
6	1088.33
7	1110.28
8	1124.28
	*
1	1059.28
2	1074.3
3	1084.61
4	1084.36
5	1073.68
6	1058.66
7	1048.09
8	1048.35
	*
1	1069.72
2	1077.49
3	1078.3
4	1071.69
5	1061.45
6	1053.57
7	1052.74
8	1059.46
	*
1	1080.15
2	1066.22
3	1060.04
4	1065.35
5	1078.94
6	1092.71
7	1098.71
8	1093.56
	*
1	1067.14
2	1071.3
3	1069
4	1061.55
5	1053.27
6	1049.03
7	1051.38
8	1058.9
	*
1	1049.34
2	1064.3
3	1072.49
4	1069.28
5	1056.48
6	1041.4
7	1032.96
8	1036.28
	*
1	1066.31
2	1075.54
3	1084.78
4	1088.69
5	1085.02
6	1075.88
7	1066.56
8	1062.57
	*
1	1078.32
2	1065.25
3	1057.87
4	1060.64
5	1071.88
6	1084.87
7	1092.07
8	1089.38
	*
1	1058.17
2	1070.86
3	1084.14
4	1090.33
5	1085.93
6	1073.42
7	1060
8	1053.63
	*
1	1072.16
2	1079.81
3	1081.58
4	1076.47
5	1067.4
6	1059.67
7	1057.86
8	1063.06
	*
1	1081.77
2	1073.92
3	1072.79
4	1079.07
5	1088.99
6	1096.74
7	1097.84
8	1091.67
	*
1	1063.13
2	1064.91
3	1060.81
4	1053.2
5	1046.5
6	1044.7
7	1048.86
8	1056.5
	*
1	1073.59
2	1078.94
3	1078.9
4	1073.51
5	1065.86
6	1060.44
7	1060.48
8	1065.94
	*
1	1074.88
2	1080.61
3	1087.61
4	1091.79
5	1090.74
6	1085.07
7	1078.06
8	1073.82
	*
1	1057.86
2	1060.58
3	1063.31
4	1064.44
5	1063.33
6	1060.61
7	1057.88
8	1056.74
	*
1	1058.85
2	1065.85
3	1068.31
4	1064.83
5	1057.39
6	1050.34
7	1047.84
8	1051.38
	*
1	1056.96
2	1077.81
3	1096.31
4	1101.93
5	1091.55
6	1070.97
7	1052.03
8	1046.14
	*
1	1083.6
2	1090.97
3	1092.68
4	1087.76
5	1079.03
6	1071.59
7	1069.84
8	1074.84
	*
1	1072.36
2	1088.47
3	1098.32
4	1096.33
5	1083.61
6	1067.43
7	1057.29
8	1059.36
	*
1	1044.96
2	1024.42
3	1026.92
4	1050.87
5	1081.47
6	1100.95
7	1098.62
8	1075.73
	*
1	1099.08
2	1104.03
3	1096.73
4	1081.3
5	1066.65
6	1061.53
7	1069.06
8	1084.67
	*
1	1047.27
2	1068.73
3	1096.99
4	1115.59
5	1114.24
6	1093.68
7	1065.32
8	1045.83
	*
1	1085.13
2	1085.08
3	1083.54
4	1081.41
5	1079.93
6	1079.98
7	1081.52
8	1083.66
	*
1	1046.82
2	1052.4
3	1061.16
4	1067.94
5	1068.83
6	1063.34
7	1054.6
8	1047.73
	*
1	1097.44
2	1109.46
3	1112.34
4	1104.47
5	1090.29
6	1078.06
7	1075.09
8	1083.18
	*
1	1062.61
2	1070.32
3	1070.77
4	1063.7
5	1053.17
6	1045.34
7	1044.88
8	1052.07
	*
1	1075.33
2	1085
3	1079.82
4	1062.66
5	1043.3
6	1033.24
7	1038.66
8	1056.21
	*
1	1090.82
2	1081.89
3	1069.99
4	1062.11
5	1062.98
6	1072.07
7	1083.94
8	1091.66
	*
1	1083.49
2	1083.23
3	1079.2
4	1073.75
5	1070.07
6	1070.34
7	1074.39
8	1079.84
	*
1	1064.03
2	1069.43
3	1083.25
4	1097.27
5	1103.39
6	1098.16
7	1084.53
8	1070.34
	*
1	1077.43
2	1092.64
3	1096.08
4	1085.83
5	1067.64
6	1052.08
7	1048.49
8	1059.11
	*
1	1062.83
2	1070.12
3	1075.08
4	1074.83
5	1069.53
6	1062.23
7	1057.22
8	1057.47
	*
1	1087.94
2	1108.19
3	1113.54
4	1101.05
5	1077.65
6	1056.81
7	1051.17
8	1064.24
	*
1	1061.27
2	1062.76
3	1071.76
4	1082.9
5	1089.68
6	1088.23
7	1079.37
8	1068.2
	*
1	1067.58
2	1058.96
3	1055.79
4	1059.97
5	1068.99
6	1077.52
7	1080.63
8	1076.54
	*
1	1050.98
2	1066.54
3	1085.88
4	1097.74
5	1095.46
6	1080.32
7	1060.88
8	1048.6
	*
1	1074.4
2	1064.83
3	1055.09
4	1050.94
5	1054.88
6	1064.54
7	1074.19
8	1078.25
	*
1	1080.18
2	1091.89
3	1094.68
4	1086.97
5	1073.13
6	1061.21
7	1058.33
8	1066.25
	*
1	1076.18
2	1080.94
3	1079.83
4	1073.49
5	1065.57
6	1060.74
7	1061.87
8	1068.29
	*
1	1091.27
2	1089.09
3	1082.64
4	1075.68
5	1072.3
6	1074.52
7	1081.01
8	1087.94
	*
1	1028.96
2	1028.96
3	1043.25
4	1063.14
5	1076.98
6	1076.98
7	1063.14
8	1043.25
	*
1	1072.5
2	1087.23
3	1084.69
4	1066.28
5	1042.34
6	1026.97
7	1029.65
8	1048.71
	*
1	1083.36
2	1085.35
3	1085.75
4	1084.32
5	1081.9
6	1079.9
7	1079.5
8	1080.94
	*
1	1084.27
2	1083.84
3	1073.83
4	1059.93
5	1050.3
6	1050.74
7	1060.97
8	1074.85
	*
1	1083.32
2	1070.29
3	1067.61
4	1076.92
5	1092.58
6	1105.35
7	1107.93
8	1098.88
	*
1	1046.2
2	1058.55
3	1079.2
4	1095.95
5	1099.31
6	1087.43
7	1066.94
8	1049.72
	*
1	1076.86
2	1085.77
3	1091.13
4	1089.86
5	1082.69
6	1073.76
7	1068.31
8	1069.6
	*
1	1094.51
2	1079.44
3	1063.54
4	1056.25
5	1062.03
6	1077.34
7	1093.04
8	1100.09
	*
1	1063.03
2	1067.89
3	1069.07
4	1065.89
5	1060.2
6	1055.31
7	1054.12
8	1057.33
	*
1	1098.44
2	1091.65
3	1084.25
4	1080.59
5	1082.86
6	1089.7
7	1097.07
8	1100.67
	*
1	1052.22
2	1058.68
3	1068.05
4	1074.83
5	1075.12
6	1068.76
7	1059.39
8	1052.51
	*
1	1073.38
2	1085.51
3	1088.6
4	1080.9
5	1066.77
6	1054.42
7	1051.24
8	1059.15
	*
1	1085.83
2	1088.97
3	1083.43
4	1072.36
5	1062.2
6	1058.98
7	1064.65
8	1075.8
	*
1	1100.15
2	1102.17
3	1083.13
4	1053.52
5	1030.54
6	1028.39
7	1048.42
8	1078.17
	*
1	1027.01
2	1031.21
3	1044.92
4	1059.94
5	1067.57
6	1063.52
7	1050.05
8	1034.89
	*
1	1090.87
2	1088.41
3	1090.55
4	1096.02
5	1101.6
6	1104.03
7	1101.92
8	1096.47
	*
1	1070.81
2	1075.94
3	1079.42
4	1079.23
5	1075.47
6	1070.33
7	1066.82
8	1067.02
	*
1	1052.36
2	1032.95
3	1027.37
4	1039.1
5	1060.89
6	1079.79
7	1085.1
8	1073.88
	*
1	1049.3
2	1039.75
3	1040.21
4	1050.42
5	1064.23
6	1073.57
7	1073.12
8	1063.13
	*
1	1057.11
2	1081.65
3	1097.68
4	1096.26
5	1078.18
6	1053.55
7	1036.85
8	1038.34
	*
1	1073.84
2	1072.27
3	1070.49
4	1069.54
5	1069.98
6	1071.54
7	1073.32
8	1074.27
	*
1	1070.33
2	1081.79
3	1082.35
4	1071.7
5	1055.89
6	1044.15
7	1043.57
8	1054.5
	*
1	1061.7
2	1044.5
3	1049.41
4	1073.33
5	1101.6
6	1117.92
7	1113.31
8	1090.28
	*
1	1080.5
2	1067.44
3	1057.43
4	1056.48
5	1065.17
6	1078.26
7	1088.07
8	1089
	*
1	1077.56
2	1071.07
3	1067.86
4	1069.84
5	1075.82
6	1082.28
7	1085.45
8	1083.51
	*
1	1038.52
2	1065.77
3	1095.66
4	1111.07
5	1103.63
6	1077.34
7	1046.93
8	1030.55
	*
1	1082.35
2	1076.98
3	1071.21
4	1068.43
5	1070.29
6	1075.69
7	1081.44
8	1084.19
	*
1	1069.63
2	1076.1
3	1083.23
4	1086.86
5	1084.9
6	1078.48
7	1071.32
8	1067.64
	*
1	1068.4
2	1056.18
3	1046.32
4	1044.72
5	1052.36
6	1064.62
7	1074.31
8	1075.87
	*
1	1066.04
2	1060.41
3	1065.13
4	1077.34
5	1089.78
6	1095.26
7	1090.67
8	1078.61
	*
1	1101.34
2	1093.52
3	1073.48
4	1052.67
5	1043.54
6	1051.73
7	1072.17
8	1092.61
	*
1	1057.13
2	1051.66
3	1047.52
4	1047.17
5	1050.81
6	1056.28
7	1060.38
8	1060.73
	*
1	1052.74
2	1068.88
3	1084.72
4	1091.16
5	1084.58
6	1068.68
7	1052.6
8	1045.92
	*
1	1071.59
2	1081.63
3	1080.56
4	1068.99
5	1053.5
6	1043.18
7	1044.29
8	1056.13
	*
1	1039.78
2	1047.59
3	1053.12
4	1053.19
5	1047.74
6	1039.93
7	1034.33
8	1034.26
	*
1	1041.23
2	1039.26
3	1043.5
4	1051.41
5	1058.33
6	1060.26
7	1056.09
8	1048.22
	*
